ConsumerRating,SellerRating,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,DealType,ID_Rating
4.8,4.7,4.8,4.9,4.9,4.7,4.9,4.8,Good,4038
4.7,4.6,4.8,4.8,4.6,4.7,4.8,4.8,Great,4039
4.2,4.3,4.5,4.5,4.0,4.0,4.0,4.0,Fair,4040
4.9,4.2,4.8,4.8,4.9,4.8,4.9,4.9,Good,4041
4.6,4.8,4.6,4.4,4.7,4.2,4.5,4.7,Fair,4042
4.8,4.6,4.7,4.7,4.8,4.8,4.9,4.8,Fair,4043
4.2,4.7,4.4,4.3,4.1,3.9,4.4,3.9,Good,4044
4.8,3.2,4.9,4.8,4.8,4.6,4.8,4.7,Great,4045
4.9,4.7,4.9,4.8,4.9,4.8,5.0,4.8,Great,4046
4.6,4.7,4.5,4.7,4.7,4.3,4.8,4.7,Great,4047
4.8,4.3,4.7,4.7,4.7,4.7,4.8,4.8,Great,4048
4.9,4.7,4.9,4.9,5.0,4.6,4.9,4.9,Great,4049
4.6,3.6,4.8,4.8,4.6,4.5,4.7,4.6,Good,4050
4.7,4.9,4.8,4.6,4.8,4.7,4.8,4.6,Good,4051
4.8,4.2,5.0,4.7,5.0,4.8,4.8,4.7,Good,4052
4.5,4.7,4.7,4.6,4.3,4.5,4.7,4.4,Great,4053
4.7,4.8,4.8,4.7,4.7,4.7,4.8,4.8,Good,4054
4.8,4.5,4.9,4.7,4.9,4.6,4.8,4.8,Good,4055
4.6,4.4,4.7,4.6,4.5,4.4,4.6,4.8,Good,4056
4.8,3.3,4.8,4.8,4.8,4.5,4.8,4.7,Good,4057
4.7,4.7,4.6,4.6,4.8,4.5,4.8,4.8,Good,4058
4.8,4.0,4.7,4.7,4.7,4.7,4.8,4.8,Fair,4059
4.5,2.7,4.7,4.6,4.6,4.4,4.6,4.5,Great,4060
4.8,4.4,4.9,4.8,4.8,4.8,4.8,4.9,Fair,4061
4.8,4.5,4.9,4.8,4.8,4.6,4.8,4.7,Good,4062
4.8,4.6,4.8,4.8,4.8,4.5,4.9,4.8,Good,4063
4.7,4.6,4.7,4.6,4.7,4.6,4.9,4.8,Good,4064
4.9,4.2,5.0,4.9,4.8,4.9,4.9,4.9,Great,4065
4.8,4.9,4.9,4.9,4.8,4.7,4.9,4.7,Good,4066
4.7,4.3,4.9,4.7,4.8,4.4,4.8,4.8,Great,4067
4.8,4.3,4.9,4.9,4.7,4.7,4.9,4.7,Good,4068
4.9,3.9,4.9,4.9,4.8,4.8,4.9,5.0,Great,4069
4.8,3.9,4.8,4.9,4.8,4.6,4.9,4.7,Great,4070
4.7,3.7,4.7,4.7,4.7,4.6,4.8,4.7,Good,4071
4.6,4.5,4.8,4.6,4.6,4.4,4.6,4.7,Good,4072
4.8,4.0,4.9,4.9,4.8,4.7,4.9,4.9,Great,4073
4.8,4.7,4.9,4.9,4.6,4.8,4.9,4.8,Great,4074
4.7,3.6,4.8,4.7,4.6,4.7,4.6,4.7,Good,4075
4.6,4.7,4.7,4.7,4.6,4.4,4.8,4.6,Good,4076
4.7,2.0,4.7,4.7,4.8,4.3,4.8,4.6,Good,4077
4.0,5.0,4.4,4.5,3.9,3.5,4.7,3.5,Good,4078
4.7,4.3,4.8,4.6,4.8,4.6,4.9,4.4,Great,4079
4.8,4.9,4.9,4.8,4.9,4.5,4.9,4.8,Good,4080
4.8,2.1,4.9,5.0,4.9,4.6,4.9,4.9,Good,4081
4.6,4.4,4.6,4.6,4.6,4.6,4.8,4.8,Good,4082
4.8,4.4,4.8,4.8,4.7,4.6,4.8,4.8,Good,4083
4.8,4.7,4.7,4.7,4.8,4.8,4.8,4.8,Good,4084
4.7,4.7,4.8,4.8,4.7,4.5,4.9,4.6,Great,4085
4.6,4.2,4.7,4.6,4.5,4.5,4.7,4.6,Fair,4086
4.3,3.5,4.6,4.6,4.3,4.1,4.5,4.1,Good,4087
4.9,4.6,4.9,5.0,4.9,4.7,5.0,4.9,Good,4088
4.7,2.6,4.8,4.6,4.8,4.6,4.9,4.4,Good,4089
4.4,4.5,4.5,4.9,4.7,3.9,4.5,4.2,Not Specified,4090
4.9,4.7,5.0,5.0,5.0,4.5,5.0,4.8,Not Specified,4091
4.8,4.7,4.9,4.8,4.7,4.6,4.8,4.9,Great,4092
4.9,4.8,4.9,4.9,4.9,4.6,4.9,4.8,Fair,4093
4.8,4.2,4.9,5.0,4.8,4.6,4.9,4.8,Good,4094
4.6,3.2,4.8,4.7,4.5,4.5,4.7,4.6,Great,4095
4.9,4.3,4.9,4.9,4.9,4.8,4.8,4.9,Good,4096
4.7,3.8,4.8,4.7,4.5,4.6,4.8,4.6,Fair,4097
4.7,4.4,4.7,4.8,4.6,4.7,4.8,4.6,Good,4098
4.6,3.4,4.5,4.6,4.8,4.3,4.7,4.6,Fair,4099
4.8,3.6,4.9,4.8,4.7,4.6,4.9,4.7,Great,4100
4.5,3.4,4.6,4.6,4.5,4.3,4.7,4.4,Good,4101
4.5,4.1,4.4,4.3,4.6,4.5,4.4,4.7,Good,4102
4.8,4.6,4.8,4.9,4.7,4.6,4.9,4.7,Good,4103
4.8,4.5,4.8,4.8,4.8,4.5,4.8,4.7,Great,4104
4.8,3.0,4.7,4.8,4.9,4.6,4.8,4.8,Good,4105
4.8,4.1,4.8,4.9,4.9,4.7,4.9,4.8,Great,4106
4.1,4.8,4.5,4.6,4.0,3.4,4.5,3.5,Good,4107
4.3,4.6,4.6,4.6,4.2,4.0,4.6,4.1,Great,4108
4.5,5.0,4.6,4.7,4.3,4.5,4.6,4.5,Good,4109
4.8,4.7,5.0,4.9,4.9,4.7,4.7,4.7,Good,4110
4.9,4.3,5.0,4.8,5.0,4.8,5.0,4.8,Not Specified,4111
4.8,4.7,4.8,4.7,4.8,4.6,4.9,4.8,Great,4112
4.8,4.6,4.6,4.6,4.9,4.7,5.0,4.8,Good,4113
4.8,3.9,4.9,4.8,4.8,4.8,4.8,4.8,Good,4114
4.7,4.9,4.7,4.6,4.6,4.6,4.8,4.9,Good,4115
4.7,4.3,4.7,4.6,4.7,4.7,4.7,4.8,Good,4116
4.7,4.7,4.7,4.8,4.8,4.3,4.9,4.6,Fair,4117
4.7,4.2,4.7,4.8,4.8,4.3,4.9,4.6,Good,4118
4.7,4.6,4.9,4.8,4.6,4.5,4.8,4.6,Good,4119
4.7,4.9,4.8,4.7,4.7,4.5,4.7,4.6,Good,4120
4.7,1.9,4.7,4.7,4.7,4.4,4.7,4.6,Good,4121
4.9,3.8,4.9,5.0,4.9,4.6,5.0,5.0,Fair,4122
4.7,3.9,4.8,4.8,4.7,4.5,4.7,4.9,Good,4123
4.7,4.8,4.8,4.6,4.6,4.8,4.7,4.8,Great,4124
4.8,2.4,4.8,4.8,4.7,4.7,4.8,4.8,Good,4125
4.6,4.9,4.6,4.5,4.6,4.6,4.7,4.7,Fair,4126
4.7,4.9,4.9,4.8,4.8,4.4,4.8,4.7,Good,4127
4.7,4.5,4.8,4.6,4.6,4.7,4.7,4.8,Good,4128
4.9,4.7,5.0,4.9,4.8,4.8,4.9,5.0,Good,4129
4.7,4.3,4.9,4.7,4.7,4.7,4.8,4.8,Fair,4130
4.7,4.0,4.7,4.6,4.7,4.7,4.8,4.7,Good,4131
4.6,4.5,4.6,4.4,4.7,4.2,4.5,4.7,Good,4132
4.8,4.0,4.9,4.7,4.8,4.7,4.8,4.8,Great,4133
4.7,3.9,4.7,4.7,4.7,4.7,4.8,4.8,Good,4134
4.9,4.5,4.8,4.9,4.8,4.8,5.0,5.0,Good,4135
4.9,4.4,4.9,4.8,4.8,4.8,4.8,4.9,Good,4136
4.8,4.7,4.9,4.8,4.8,4.6,4.9,4.8,Fair,4137
5.0,4.8,5.0,4.8,5.0,5.0,5.0,5.0,Fair,4138
4.8,4.7,4.8,4.8,4.9,4.5,4.8,4.9,Good,4139
4.6,4.7,4.8,4.7,4.5,4.5,4.7,4.6,Fair,4140
4.9,4.5,4.9,4.8,4.8,4.8,4.8,4.9,Good,4141
4.5,4.9,5.0,4.0,4.5,4.0,4.0,4.5,Good,4142
4.8,3.7,4.8,4.9,4.9,4.5,4.9,4.8,Great,4143
4.6,4.6,4.8,4.6,4.5,4.3,4.7,4.5,Good,4144
4.7,4.2,4.7,4.7,4.7,4.5,4.7,4.7,Good,4145
4.6,4.8,4.5,4.5,4.6,4.5,4.8,4.4,Great,4146
4.0,3.7,4.1,4.2,4.3,3.7,4.2,3.8,Good,4147
3.6,3.0,4.2,4.6,3.8,2.7,4.6,2.5,Fair,4148
4.8,4.7,5.0,4.8,4.8,4.7,4.9,4.8,Great,4149
4.7,4.1,4.7,4.7,4.8,4.3,4.8,4.6,Great,4150
4.8,4.6,4.8,4.7,4.7,4.6,4.8,4.9,Great,4151
4.5,4.4,4.6,4.4,4.6,4.2,4.7,4.4,Good,4152
4.8,4.3,4.8,4.9,4.9,4.8,4.7,4.8,Good,4153
4.7,4.3,4.8,4.9,4.7,4.5,4.8,4.5,Great,4154
4.9,4.5,5.0,4.8,4.9,4.9,4.8,4.9,Good,4155
4.5,4.8,4.7,4.5,4.6,4.3,4.7,4.4,Good,4156
4.7,3.0,4.7,4.7,4.6,4.7,4.8,4.8,Good,4157
4.8,3.0,4.9,4.9,4.7,4.4,4.9,4.8,Good,4158
4.7,3.7,4.5,4.7,4.4,4.8,4.9,4.8,Good,4159
4.7,4.2,4.5,4.7,4.4,4.8,4.9,4.8,Good,4160
4.8,4.6,4.8,4.8,4.7,4.6,4.8,4.8,Good,4161
4.8,4.4,4.8,4.7,4.7,4.7,4.9,4.9,Fair,4162
4.9,3.6,5.0,4.9,4.9,4.6,4.9,4.8,Good,4163
4.8,4.5,4.8,4.9,4.8,4.6,4.9,4.7,Great,4164
4.8,4.6,4.8,4.8,4.7,4.7,4.9,4.8,Fair,4165
4.7,3.8,4.9,4.6,4.8,4.5,4.6,4.7,Great,4166
4.7,4.7,4.8,4.5,4.8,4.7,4.8,4.9,Good,4167
4.9,3.7,5.0,4.9,4.9,4.8,5.0,4.9,Great,4168
4.7,4.9,4.8,4.8,4.8,4.6,4.7,4.7,Good,4169
4.8,2.5,4.8,4.8,4.8,4.8,4.9,4.8,Good,4170
4.7,2.4,4.7,4.7,4.8,4.3,4.8,4.6,Good,4171
4.8,4.9,4.7,4.7,4.8,4.6,4.9,4.8,Good,4172
4.6,4.9,4.5,4.7,4.5,4.4,4.7,4.5,Good,4173
4.8,2.0,5.0,4.9,4.7,4.5,4.7,4.8,Great,4174
4.3,4.8,4.6,4.4,4.6,4.0,4.2,4.4,Good,4175
4.6,4.3,4.7,4.6,4.6,4.4,4.7,4.6,Good,4176
4.6,4.3,4.7,4.6,4.6,4.4,4.8,4.6,Good,4177
4.8,4.8,4.9,4.8,4.8,4.7,4.9,4.7,Great,4178
4.3,3.2,4.2,4.5,4.1,3.9,4.9,4.2,Great,4179
4.2,4.6,4.4,4.3,4.1,3.9,4.4,3.9,Good,4180
4.2,4.8,4.2,4.3,3.9,4.3,4.3,4.4,Good,4181
4.5,4.6,4.7,4.6,4.5,4.3,4.7,4.3,Great,4182
4.7,4.6,4.7,4.7,4.7,4.4,4.7,4.6,Good,4183
4.9,4.8,5.0,4.9,5.0,4.9,5.0,5.0,Great,4184
4.6,4.7,4.6,4.6,4.4,4.4,4.8,4.5,Fair,4185
4.6,4.9,4.7,4.6,4.6,4.4,4.7,4.6,Good,4186
4.5,4.3,4.5,4.3,4.6,4.6,4.4,4.8,Great,4187
4.7,4.7,4.7,4.8,4.8,4.5,4.8,4.8,Great,4188
4.5,4.4,4.7,4.7,4.5,4.3,4.7,4.3,Great,4189
4.9,4.2,4.9,4.9,4.9,4.6,5.0,5.0,Good,4190
4.7,3.6,4.9,4.8,4.8,4.4,4.8,4.7,Good,4191
4.9,4.8,5.0,4.8,5.0,4.8,5.0,4.8,Great,4192
4.7,4.7,4.8,4.6,4.7,4.5,4.7,4.7,Great,4193
4.7,4.7,4.8,4.7,4.6,4.7,4.8,4.7,Great,4194
4.8,2.7,4.8,4.8,4.7,4.7,4.8,4.8,Good,4195
4.8,2.8,4.9,4.8,4.8,4.6,5.0,4.9,Fair,4196
4.7,2.7,4.8,4.6,4.7,4.5,4.7,4.7,Fair,4197
4.0,4.7,4.2,4.3,4.0,3.4,4.6,3.4,Fair,4198
4.8,3.5,4.8,4.6,4.7,4.6,4.8,4.9,Great,4199
4.8,5.0,4.9,4.8,4.8,4.8,4.8,4.9,Fair,4200
4.8,4.8,4.8,4.7,4.7,4.7,4.9,4.9,Good,4201
4.5,4.4,4.7,4.6,4.5,4.3,4.6,4.2,Great,4202
4.8,4.2,4.9,4.9,4.8,4.7,4.9,4.7,Not Specified,4203
4.7,4.6,4.7,4.7,4.7,4.7,4.8,4.8,Not Specified,4204
4.9,4.7,4.9,4.9,5.0,4.8,4.9,4.8,Fair,4205
4.3,4.5,4.4,4.6,4.2,4.0,4.7,4.0,Good,4206
4.7,4.2,4.9,4.8,4.7,4.4,4.7,4.6,Fair,4207
4.3,4.7,3.6,4.1,4.6,4.4,4.7,4.4,Great,4208
4.8,3.9,4.9,4.9,4.8,4.4,4.9,4.6,Fair,4209
4.7,3.3,4.8,4.7,4.7,4.6,4.8,4.7,Great,4210
4.9,3.9,5.0,4.9,4.6,4.9,4.9,4.9,Good,4211
4.9,4.2,5.0,5.0,4.8,4.9,4.8,5.0,Good,4212
4.6,4.1,4.5,4.5,4.7,4.4,4.7,4.5,Great,4213
4.8,3.8,4.9,4.9,4.8,4.6,4.9,4.8,Good,4214
4.8,3.4,4.8,4.8,4.7,4.7,4.9,4.8,Great,4215
4.5,4.5,4.7,4.6,4.6,4.4,4.6,4.5,Good,4216
4.6,4.7,4.8,4.7,4.5,4.2,4.7,4.7,Good,4217
4.5,4.7,4.4,4.5,4.6,4.4,4.8,4.5,Fair,4218
4.8,4.0,4.9,4.8,4.8,4.8,4.8,4.9,Great,4219
4.7,4.7,4.6,4.7,4.6,4.5,4.8,4.6,Good,4220
4.4,4.8,4.4,4.5,4.2,4.4,4.6,4.4,Good,4221
4.8,4.9,4.8,4.8,4.7,4.6,4.8,4.8,Great,4222
4.6,4.9,4.4,4.5,4.6,4.5,4.8,4.8,Fair,4223
4.9,4.3,4.9,4.8,4.8,4.9,4.9,5.0,Fair,4224
4.6,4.5,4.7,4.6,4.6,4.4,4.7,4.6,Fair,4225
4.2,4.6,4.5,4.5,4.0,3.8,4.7,3.8,Fair,4226
4.9,5.0,4.9,4.9,4.9,4.8,5.0,4.9,Great,4227
4.7,4.5,4.8,4.8,4.7,4.5,4.9,4.6,Great,4228
4.8,4.6,4.8,4.8,4.8,4.8,4.9,4.9,Fair,4229
4.6,2.9,4.8,4.8,4.6,4.5,4.7,4.6,Fair,4230
4.5,4.7,4.6,4.5,4.6,4.3,4.6,4.2,Good,4231
4.6,2.1,4.9,4.2,4.8,4.1,4.6,4.9,Good,4232
4.9,4.7,4.9,4.8,4.9,4.6,5.0,4.9,Great,4233
4.9,3.6,4.7,4.9,5.0,4.5,5.0,5.0,Good,4234
4.7,3.9,4.8,4.7,4.6,4.5,4.8,4.6,Great,4235
4.1,4.9,3.9,4.0,4.1,3.9,4.5,4.3,Good,4236
4.3,4.7,4.2,4.5,4.1,3.9,4.9,4.2,Good,4237
4.6,4.5,4.8,4.6,4.9,4.1,4.8,4.5,Fair,4238
4.7,4.0,4.7,4.6,4.7,4.5,4.7,4.8,Good,4239
4.8,4.3,4.9,4.7,4.9,4.6,4.8,4.8,Good,4240
4.7,4.6,4.7,4.5,4.7,4.7,4.7,4.8,Good,4241
4.8,4.6,4.8,4.7,4.8,4.7,4.9,4.7,Good,4242
4.8,4.5,4.9,4.8,4.8,4.8,4.9,4.9,Great,4243
4.6,3.7,4.7,4.6,4.6,4.4,4.7,4.6,Good,4244
4.8,3.3,5.0,4.8,4.8,4.7,4.9,4.8,Good,4245
4.1,4.4,4.3,3.7,3.7,4.3,4.3,4.7,Great,4246
4.9,4.4,5.0,4.9,5.0,4.9,5.0,5.0,Good,4247
4.9,2.2,4.8,4.8,4.9,4.8,4.9,4.7,Fair,4248
4.7,4.9,4.8,4.7,4.6,4.6,4.8,4.7,Good,4249
4.3,4.3,4.4,4.2,4.3,4.0,4.6,4.2,Good,4250
4.7,4.6,4.9,4.8,4.8,4.6,4.8,4.8,Good,4251
4.7,5.0,4.7,4.7,4.6,4.7,4.8,4.8,Not Specified,4252
4.7,4.2,4.8,4.8,4.7,4.6,4.8,4.8,Good,4253
4.9,4.5,5.0,4.9,5.0,4.7,4.9,4.9,Good,4254
4.4,3.5,4.4,4.3,4.3,4.4,4.5,4.3,Great,4255
4.7,4.0,4.8,4.7,4.8,4.5,4.8,4.6,Good,4256
4.8,4.8,4.7,4.7,4.7,4.8,4.8,4.8,Good,4257
4.7,5.0,4.6,4.5,4.9,4.5,4.9,4.6,Good,4258
4.8,4.7,4.9,4.6,4.9,4.9,4.9,4.8,Good,4259
4.8,4.6,4.8,4.6,4.9,4.6,4.8,4.9,Good,4260
4.6,4.8,4.7,4.6,4.5,4.4,4.6,4.6,Fair,4261
4.5,4.8,4.6,4.6,4.5,4.4,4.6,4.5,Good,4262
3.9,1.0,4.0,4.2,3.7,3.8,4.4,3.7,Fair,4263
4.7,4.7,4.7,4.7,4.8,4.3,4.8,4.6,Great,4264
4.9,4.5,5.0,4.9,4.8,4.9,4.9,4.9,Great,4265
4.7,4.5,4.8,4.8,4.6,4.6,4.8,4.7,Great,4266
4.7,2.1,4.7,4.7,4.7,4.5,4.8,4.7,Good,4267
4.7,4.0,4.9,4.8,4.6,4.5,4.9,4.7,Good,4268
4.7,4.5,4.8,4.7,4.7,4.4,4.8,4.7,Fair,4269
4.7,5.0,4.8,4.7,4.8,4.5,4.9,4.8,Great,4270
4.9,3.4,4.8,4.9,4.9,4.7,4.9,4.8,Great,4271
4.5,4.6,4.6,4.6,4.3,4.4,4.6,4.5,Good,4272
4.4,3.6,4.5,4.3,4.2,4.4,4.5,4.5,Great,4273
4.9,3.8,5.0,4.9,4.9,4.6,4.9,4.8,Good,4274
4.6,4.5,4.8,4.7,4.6,4.4,4.7,4.5,Fair,4275
4.7,4.2,4.8,4.8,4.7,4.5,4.9,4.6,Great,4276
4.7,3.9,4.7,4.7,4.7,4.5,4.7,4.7,Good,4277
4.8,4.5,4.8,4.8,4.7,4.6,4.8,4.8,Great,4278
3.9,5.0,4.0,5.0,5.0,2.0,4.0,4.0,Not Specified,4279
4.7,4.9,4.8,4.7,4.7,4.6,4.8,4.8,Good,4280
4.8,2.8,4.8,4.8,4.8,4.6,4.9,4.8,Good,4281
4.5,4.9,4.7,4.6,4.5,4.3,4.6,4.2,Good,4282
4.9,4.9,4.9,5.0,4.9,5.0,4.9,5.0,Great,4283
3.6,4.4,4.2,4.6,3.8,2.7,4.6,2.5,Good,4284
4.9,4.9,4.8,5.0,5.0,5.0,5.0,4.6,Good,4285
4.9,4.9,4.9,4.9,4.8,4.8,4.9,5.0,Good,4286
4.5,4.9,4.8,4.8,4.3,4.2,4.8,4.3,Good,4287
4.6,4.0,4.6,4.4,4.7,4.2,4.5,4.7,Good,4288
4.6,4.6,4.6,4.5,4.5,4.6,4.6,4.7,Good,4289
4.6,4.3,4.8,4.7,4.7,4.2,4.6,4.5,Good,4290
4.6,4.5,4.8,4.7,4.6,4.5,4.7,4.6,Fair,4291
4.7,3.9,4.7,4.6,4.7,4.6,4.9,4.9,Good,4292
4.4,4.6,4.3,4.2,4.6,4.3,4.5,4.6,Good,4293
4.8,2.2,4.9,5.0,4.8,4.6,4.9,4.8,Good,4294
4.9,4.3,4.8,4.8,4.9,4.7,5.0,4.9,Great,4295
4.9,3.7,4.9,4.9,4.9,4.8,5.0,4.9,Good,4296
4.7,4.6,4.8,4.7,4.6,4.7,4.7,4.8,Fair,4297
4.8,4.3,4.9,4.8,4.8,4.9,4.6,4.9,Fair,4298
4.7,3.1,4.8,4.6,4.8,4.7,4.6,4.8,Great,4299
4.7,3.4,4.7,4.7,4.7,4.4,4.7,4.6,Good,4300
4.8,5.0,5.0,5.0,5.0,4.0,5.0,5.0,Fair,4301
4.6,4.3,4.9,4.2,4.8,4.1,4.6,4.9,Great,4302
4.7,4.1,4.9,4.8,4.8,4.6,4.8,4.8,Great,4303
4.7,5.0,4.9,4.8,4.8,4.5,4.7,4.7,Good,4304
4.7,4.4,4.8,4.7,4.8,4.5,4.9,4.8,Good,4305
4.7,4.4,4.8,4.7,4.6,4.6,4.8,4.7,Good,4306
4.3,4.4,4.6,4.6,4.2,4.0,4.6,4.1,Good,4307
4.7,4.7,4.8,4.8,4.7,4.5,4.8,4.6,Fair,4308
4.8,4.5,4.6,4.6,4.9,4.7,4.9,4.8,Fair,4309
4.5,4.0,4.7,4.6,4.5,4.3,4.8,4.3,Good,4310
4.8,4.3,4.8,4.8,4.8,4.5,4.9,4.8,Great,4311
4.8,3.3,4.8,4.8,4.8,4.8,4.9,4.9,Good,4312
4.7,4.3,4.8,4.7,4.6,4.5,4.8,4.7,Good,4313
4.7,4.5,4.8,4.6,4.6,4.5,4.6,4.8,Good,4314
4.8,1.0,4.9,4.8,4.8,4.8,4.8,4.8,Good,4315
4.6,4.9,4.4,4.6,4.6,4.5,4.8,4.7,Fair,4316
4.3,3.6,4.6,4.4,4.6,3.5,4.9,4.1,Fair,4317
4.9,4.9,4.6,5.0,4.7,4.9,5.0,4.9,Good,4318
4.8,4.5,4.9,4.9,4.7,4.8,4.9,4.8,Good,4319
4.4,4.9,4.5,4.9,4.7,3.9,4.5,4.2,Good,4320
4.8,4.9,4.8,4.7,4.7,4.6,4.8,4.8,Good,4321
4.8,4.2,4.9,4.9,4.6,4.6,4.8,4.8,Great,4322
4.7,2.7,4.8,4.8,4.9,4.4,4.8,4.7,Fair,4323
4.7,1.0,4.8,4.9,4.7,4.5,4.8,4.5,Great,4324
4.8,4.6,4.8,4.7,4.8,4.7,4.8,4.9,Fair,4325
3.0,4.6,3.0,4.0,5.0,2.0,4.0,1.0,Fair,4326
4.5,4.6,4.7,4.6,4.5,3.9,4.5,4.4,Good,4327
4.7,4.8,4.8,4.8,4.8,4.5,4.8,4.7,Good,4328
4.8,2.6,5.0,4.9,4.7,4.5,4.7,4.8,Good,4329
4.8,4.8,4.8,4.9,4.9,4.8,4.7,4.8,Good,4330
4.8,4.4,4.8,4.9,4.8,4.6,4.9,4.7,Good,4331
4.9,4.8,4.8,4.8,4.9,4.7,5.0,4.9,Good,4332
4.8,3.5,4.9,4.9,4.8,4.6,4.9,4.8,Great,4333
4.7,4.7,4.7,4.7,4.7,4.5,4.7,4.7,Fair,4334
4.8,4.5,4.9,4.8,4.8,4.8,4.8,4.8,Good,4335
4.7,4.0,4.8,4.7,4.7,4.6,4.8,4.8,Good,4336
4.9,4.7,5.0,4.9,5.0,4.7,4.9,4.9,Great,4337
5.0,4.4,5.0,5.0,5.0,5.0,4.8,5.0,Good,4338
4.7,4.6,4.8,4.7,4.7,4.6,4.8,4.8,Fair,4339
4.5,4.4,4.4,4.4,4.5,4.5,4.6,4.6,Fair,4340
4.2,4.5,4.3,4.0,4.3,4.3,4.0,5.0,Good,4341
4.9,4.8,5.0,4.9,4.8,4.8,4.9,4.9,Good,4342
4.6,4.4,4.7,4.6,4.6,4.5,4.8,4.5,Good,4343
4.7,4.3,4.9,4.8,4.8,4.4,4.7,4.6,Good,4344
4.8,4.9,4.9,4.8,4.8,4.6,4.8,4.7,Great,4345
4.6,4.4,4.7,4.6,4.5,4.4,4.6,4.6,Fair,4346
4.5,4.3,4.6,4.6,4.5,4.4,4.6,4.5,Great,4347
4.9,4.8,5.0,4.8,4.8,4.8,5.0,4.8,Good,4348
4.6,4.4,4.8,4.6,4.7,4.3,4.6,4.6,Fair,4349
4.7,4.8,4.7,4.6,4.7,4.6,4.7,4.7,Good,4350
4.8,4.8,4.8,4.8,4.6,4.7,4.9,4.9,Good,4351
4.7,3.6,4.8,4.7,4.6,4.5,4.8,4.7,Good,4352
4.7,4.6,4.6,4.7,4.7,4.5,4.9,4.5,Fair,4353
4.8,4.7,4.8,4.7,4.7,4.6,4.8,4.9,Good,4354
5.0,4.3,5.0,5.0,4.9,4.8,5.0,5.0,Fair,4355
4.9,4.2,5.0,4.9,4.8,4.8,4.9,4.9,Good,4356
5.0,4.7,5.0,5.0,4.9,4.8,5.0,5.0,Good,4357
4.5,4.5,4.8,4.6,4.6,4.2,4.7,4.2,Good,4358
4.6,3.4,4.8,4.7,4.5,4.2,4.7,4.7,Good,4359
4.8,4.6,4.9,5.0,4.8,4.6,4.9,4.8,Great,4360
4.6,2.3,4.9,4.8,4.3,4.4,4.9,4.6,Good,4361
4.5,4.6,4.7,4.7,4.5,4.3,4.7,4.3,Good,4362
4.6,4.6,4.8,4.7,4.7,4.2,4.6,4.5,Fair,4363
4.6,4.3,4.7,4.7,4.4,4.4,4.7,4.4,Good,4364
4.7,4.5,4.7,4.8,4.6,4.7,4.8,4.6,Great,4365
4.7,4.9,4.8,4.8,4.9,4.3,4.8,4.5,Fair,4366
4.8,1.8,4.9,4.8,4.8,4.6,4.9,4.7,Good,4367
4.7,3.5,5.0,4.9,4.9,4.4,4.7,4.6,Fair,4368
4.5,4.4,4.5,4.7,4.3,4.7,4.7,4.2,Great,4369
4.5,4.3,4.6,4.7,4.4,4.3,4.7,4.3,Good,4370
4.7,3.3,4.9,4.8,4.6,4.5,4.9,4.7,Good,4371
4.7,4.3,4.7,4.7,4.6,4.8,4.8,4.8,Great,4372
4.8,1.8,4.8,4.8,4.8,4.5,4.8,4.7,Good,4373
4.6,4.5,4.3,4.4,4.4,4.8,4.6,4.8,Good,4374
4.8,4.5,4.8,4.8,4.7,4.7,4.9,4.9,Great,4375
4.7,4.6,4.8,4.8,4.8,4.5,4.8,4.7,Good,4376
4.8,4.9,4.9,4.8,4.8,4.6,5.0,4.9,Great,4377
4.8,3.3,4.8,4.8,4.8,4.6,4.9,4.8,Good,4378
4.8,4.8,4.9,4.7,4.7,4.7,4.8,4.8,Good,4379
4.9,1.0,4.9,4.9,4.9,4.8,4.9,4.9,Great,4380
4.7,4.6,4.8,4.8,4.7,4.7,4.8,4.8,Great,4381
4.8,2.9,4.6,4.8,5.0,4.8,5.0,4.7,Fair,4382
4.5,5.0,4.4,4.4,4.2,4.5,4.6,4.7,Great,4383
5.0,3.5,4.9,5.0,4.9,5.0,5.0,5.0,Good,4384
4.7,4.4,4.9,4.5,4.7,4.4,4.4,5.0,Fair,4385
4.7,4.8,4.8,4.6,4.8,4.4,4.7,4.6,Fair,4386
4.5,4.6,4.7,4.5,4.4,4.4,4.6,4.5,Good,4387
4.6,1.8,4.8,4.7,4.5,4.2,4.6,4.7,Fair,4388
4.4,3.4,4.6,4.5,4.3,4.1,4.7,4.3,Fair,4389
4.6,4.6,4.5,4.7,4.6,4.4,4.7,4.6,Good,4390
4.8,3.9,4.8,4.8,4.8,4.8,4.9,4.9,Good,4391
4.0,4.6,4.4,4.4,4.1,3.5,4.5,3.5,Great,4392
4.7,4.4,4.8,4.7,4.6,4.7,4.7,4.8,Good,4393
4.9,4.1,4.9,4.9,4.9,4.8,4.8,4.9,Great,4394
4.7,4.4,4.2,5.0,4.8,4.2,5.0,5.0,Fair,4395
4.9,4.9,4.9,4.9,4.8,4.9,4.9,5.0,Good,4396
4.9,4.4,4.9,4.9,4.9,4.9,4.9,4.8,Great,4397
4.7,4.6,4.8,4.6,4.8,4.5,4.8,4.6,Great,4398
4.8,4.7,4.8,4.8,4.8,4.8,4.9,4.9,Good,4399
4.7,4.0,4.8,4.7,4.7,4.6,4.7,4.6,Good,4400
