Year,Make,Model,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,ExteriorColor,InteriorColor,Used,VIN,Stock#,ID_Car
2020,Honda,Civic LX,FWD,30,38,Gasoline,CVT,2.0L I4 16V MPFI DOHC,Crystal Black Pearl,Black,False,2HGFC2F60LH531418,PH94849,6668
2018,Bmw,320 i xDrive,AWD,23,34,Gasoline,Automatic,4 Cylinder Engine,Alpine White,Black,True,WBA8E5G56JNU45699,U45699,6669
2020,Honda,Civic LX,FWD,30,38,Gasoline,CVT,2.0L I4 16V MPFI DOHC,Black,Black,False,2HGFC2F65LH510614,LH510614P,6670
2019,Toyota,Highlander Hybrid LE,AWD,30,28,Hybrid,CVT,3.5L V6 24V PDI DOHC Hybrid,Midnight Black Metallic,Black,True,5TDBGRFH1KS078289,PT14077,6671
2020,Toyota,Corolla LE,FWD,30,38,Gasoline,CVT,1.8L I4 16V MPFI DOHC,Classic Silver Metallic,Black,True,5YFEPRAE4LP042326,LP042326,6672
2019,Toyota,Highlander XLE,AWD,20,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Ooh La La Rouge Mica,Â,True,5TDJZRFH6KS742446,20916A,6673
2019,Ford,Edge SEL,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Ingot Silver Metallic,Ebony,True,2FMPK4J97KBB59012,HU28546,6674
2018,Land,Rover Discovery HSE,4WD,16,21,Gasoline,Automatic,V6,Lorie Blue,Espresso / Nimbus,True,SALRR2RV9JA072813,JA072813,6675
2019,Lexus,GX 460 Base,4WD,15,18,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,Black Onyx,Black,True,JTJBM7FX1K5239098,T28924,6676
2017,Mercedes-Benz,E-Class E 300,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Black,True,WDDZF4KB6HA222436,22846318,6677
2020,Lexus,GX 460 Base,4WD,15,19,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,Nebula Gray Pearl,Black,True,JTJAM7BX2L5264515,E58563,6678
2019,Toyota,Highlander XLE,FWD,21,27,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Midnight Black Metallic,Black,True,5TDKZRFH0KS568281,NG281831A,6679
2021,Mercedes-Benz,GLA 250 Base 4MATIC,AWD,24,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Polar White,Black,False,W1N4N4HB1MJ174376,M16431L,6680
2021,Audi,A4 40 Premium Plus,AWD,24,31,Gasoline,Automatic,2.0L,Brilliant Black,Black,True,WAUBBAF4XMA048296,P14132S,6681
2019,Honda,Civic EX-L,FWD,32,42,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Gray,Â,True,19XFC1F70KE013515,KE013515,6682
2019,Honda,CR-V EX-L,FWD,28,34,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Obsidian Blue Pearl,Black,False,5J6RW1H85KA023187,H221809A,6683
2014,Lexus,GX 460 Base,4WD,15,20,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,Black Onyx,Â,True,JTJBM7FX2E5079625,E5079625,6684
2015,Dodge,Durango SXT,RWD,18,25,â,Automatic,3.6L V6 24V MPFI DOHC,Bright White Clearcoat,Black,True,1C4RDHAG8FC100909,S51496A,6685
2021,Tesla,Model 3 Standard Range Plus,RWD,150,133,â,Automatic,Electric,Red Multi,Black,True,5YJ3E1EA7MF060693,P3319A,6686
2018,Lincoln,Navigator Reserve,4WD,16,21,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,Iced Mocha Premium Colorant,Cappuccino,True,5LMJJ2LT6JEL00447,118151,6687
2020,Nissan,Rogue S,AWD,25,32,Gasoline,CVT,2.5L I4 16V MPFI DOHC,Gun Metallic,Charcoal,True,5N1AT2MV7LC800211,B35991B,6688
2019,Bmw,X7 xDrive40i,AWD,20,25,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Alpine White,Black,True,5UXCW2C51KL085638,KL085638,6689
2010,Acura,MDX 3.7L Advance,AWD,16,21,Gasoline,Automatic,3.7L V6 24V MPFI SOHC,Ionized Bronze Metallic,Umber,True,2HNYD2H78AH501844,AH501844,6690
2019,Bmw,X5 xDrive40i,AWD,20,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Metallic,Black,True,5UXCR6C53KLL52647,LL52647B,6691
2017,Mercedes-Benz,E-Class E 300 Sport,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Polar White,Â,True,WDDZF4KB7HA084471,HA084471,6692
2019,Cadillac,XT5 Luxury,FWD,19,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Dark Mocha Metallic,Shara Beige,False,1GYKNCRSXKZ174697,5144350A,6693
2019,Mazda,CX-9 Grand Touring,FWD,22,28,Gasoline,Automatic,2.5L I4 16V GDI DOHC Turbo,Machine Gray Metallic,Black,True,JM3TCADY5K0306826,U0306826,6694
2019,Ford,Escape SE,FWD,23,30,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,Ruby Red Metallic Tinted Clearcoat,Â,True,1FMCU0GDXKUA81414,KUA81414,6695
2019,Jeep,Grand Cherokee Limited,RWD,19,26,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Black,Black,True,1C4RJEBG9KC752308,752308,6696
2012,Toyota,Tacoma Base,4WD,18,21,Gasoline,Automatic,2.7L I4 16V MPFI DOHC,Green,Gray,True,5TFUX4EN6CX016191,61882315,6697
2020,Mercedes-Benz,GLB 250 Base,FWD,23,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,White,Macchiato Beige,True,W1N4M4GB8LW031236,P39527,6698
2016,Ford,Fiesta SE,FWD,28,36,Gasoline,Automatic,1.6L I4 16V MPFI DOHC,White,Gray,True,3FADP4BJXGM130553,M130553P,6699
2019,Acura,MDX 3.5L w/Technology Package,AWD,19,26,Gasoline,Automatic,Premium Unleaded V-6 3.5 L/212,Silver,Â,True,5J8YD4H53KL030479,6AT742L,6700
2020,Toyota,RAV4 Hybrid Hybrid Limited,AWD,41,38,Hybrid,Unknown,Gas/Electric I-4 2.5 L/152,R,Black,True,2T3DWRFV9LW071950,3BK282T,6701
2020,Lincoln,Aviator Reserve AWD,AWD,17,24,Gasoline,Automatic,V6 Cylinder Engine,Infinite Black Metallic,Ebony,True,5LM5J7XC6LGL25218,LP12356,6702
2019,Dodge,Grand Caravan GT,FWD,17,25,â,Automatic,3.6L V6 24V MPFI DOHC,Brilliant Black Crystal Pearlcoat,Black,True,2C4RDGEG5KR618241,U27717,6703
2019,Kia,Sorento LX,AWD,21,26,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Blaze Blue,Stone Beige,True,5XYPGDA39KG516140,PKG516140,6704
2021,Kia,Forte LXS,FWD,29,40,Gasoline,CVT,2.0L I4 16V MPFI DOHC,Aurora Black,Â,True,3KPF24AD1ME320079,ME320079,6705
2020,Ford,Fusion Titanium,FWD,21,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Magnetic Metallic,Russet,True,3FA6P0K95LR127791,P17900,6706
2020,Lincoln,Aviator Reserve AWD,AWD,17,24,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Infinite Black Metallic,Sandstone,True,5LM5J7XC6LGL01193,C1497,6707
2020,Kia,Optima LX,FWD,24,32,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Ebony Black,Black,True,5XXGT4L34LG427784,3N405A,6708
2019,Mercedes-Benz,GLS 450 Base 4MATIC,AWD,16,22,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Black,Black,False,4JGDF6EE3KB235129,M221486A,6709
2019,Lincoln,Nautilus Reserve,AWD,20,25,Gasoline,Automatic,2.7L V6 24V GDI DOHC Twin Turbo,White Platinum Tri-Coat Metallic,Terracotta,True,2LMPJ8LP8KBL31977,L136860,6710
2021,Dodge,Challenger GT,AWD,18,27,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Pitch Black Clearcoat,Black,True,2C3CDZKG0MH513156,PM4820,6711
2021,Nissan,Rogue SV,AWD,25,32,Gasoline,CVT,2.5L I4 16V GDI DOHC,Gun Metallic,Charcoal,True,5N1AT3BB4MC782315,81AD867T,6712
2015,Volkswagen,Beetle Auto 1.8T,FWD,25,33,Gasoline,Automatic,1.8L I4 16V GDI DOHC Turbo,White,Beige,True,3VWF17AT9FM655849,44338,6713
2019,Honda,CR-V LX,AWD,25,31,Gasoline,CVT,2.4L I4 16V GDI DOHC,Basque Red Pearl Ii,Gray,False,2HKRW6H32KH210435,H47846A,6714
2013,Ford,F-150 XLT,4WD,0,0,Flex Fuel,Automatic,Engine 5.0L V8,Sterling Gray Metallic,Steel Gray,True,1FTFX1EF5DKG43222,222,6715
2020,Toyota,RAV4 LE,FWD,27,35,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Super White,Black,False,2T3H1RFV2LC071239,P14360,6716
2018,Toyota,4Runner Limited,4WD,17,20,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Blizzard Pearl,Sand Beige,True,JTEBU5JR6J5536393,P5536393,6717
2020,Chevrolet,Tahoe Premier,4WD,15,21,Gasoline,Automatic,8 Cylinder Engine,Satin Steel Metallic,Jet Black,True,1GNSKCKCXLR214593,M6368P,6718
2015,Honda,Civic EX,FWD,30,39,Gasoline,CVT,1.8L I4 16V MPFI SOHC,Blue,Black / Red,True,19XFB2F8XFE012623,MU7078,6719
2020,Chevrolet,Silverado 1500 LTZ,4WD,16,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,Cajun Red Tintcoat,Jet Black,True,1GCUYGED9LZ283996,N0318A,6720
2021,Ford,F-150 Lariat,4WD,19,24,Gasoline,Automatic,5.0L V8 32V PDI DOHC,Agate Black Metallic,Black,True,1FTFW1E57MFB89509,PC22146,6721
2022,Chevrolet,Tahoe Z71,4WD,15,20,Gasoline,Automatic,5.3L V8 16V GDI OHV,Satin Steel Metallic,Gideon,True,1GNSKPKD3NR156670,9390A,6722
2020,Acura,MDX 3.5L,FWD,20,27,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Platinum White Pearl,Parchment,False,5J8YD3H32LL005227,P05227,6723
2018,Bmw,X2 xDrive28i,AWD,21,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black Sapphire Metallic,Black,True,WBXYJ5C39JEF71273,R26235A,6724
2019,Subaru,Ascent Premium 7-Passenger,AWD,21,27,Gasoline,CVT,2.4L H4 16V GDI DOHC Turbo,Crimson Red Pearl,Ivory,False,4S4WMAFD9K3432789,S220256A,6725
2020,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,White,Light Frost Beige / Black,True,1C4RJFBG6LC402108,A18333,6726
2019,Subaru,Outback 2.5i Limited,AWD,25,32,Gasoline,CVT,2.5L H4 16V MPFI DOHC,Ice Silver Metallic,Black,False,4S4BSANC3K3329591,2X399P,6727
2020,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Pacific Blue Clearcoat,Black,True,1C4RJFBG1LC101763,VLP1436,6728
2020,Hyundai,Santa Fe SEL 2.4,FWD,22,29,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Bronze,Black,True,5NMS33AD8LH164992,NRVG1474A,6729
2020,Chevrolet,Spark 1LT,FWD,30,38,Gasoline,CVT,1.4L I4 16V MPFI DOHC,Toasted Marshmallow Metallic,Jet Black,True,KL8CD6SA8LC447553,SP5394,6730
2020,Mercedes-Benz,GLC 300 Base 4MATIC,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Polar White,Black,False,WDC0G8EB1LF698117,BP00199,6731
2019,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Black,Black,True,1C4RJFBG6KC578641,22836299,6732
2020,Hyundai,Santa Fe Limited 2.0T,FWD,20,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Twilight Black,Beige,True,5NMS53AA7LH220629,VA20629,6733
2019,Chevrolet,Trax LS,AWD,24,29,Gasoline,Automatic,1.4L I4 16V MPFI DOHC Turbo,Silver Ice Metallic,Â,True,3GNCJNSB9KL297210,CP8638,6734
2021,Ram,1500 Laramie,4WD,19,24,Gasoline,Automatic,5.7L V8 16V MPFI OHV,Ivory White,Black,True,1C6SRFRT9MN621347,KB6891,6735
2020,Ford,F-150 Lariat,4WD,18,23,Gasoline,Automatic,2.7L V6 24V PDI DOHC Twin Turbo,Oxford White,Black,True,1FTEW1EP2LFC43276,C43276,6736
2019,Mercedes-Benz,E-Class E 300,AWD,21,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Black,False,WDDZF4KB6KA639613,UM24531,6737
2017,Audi,Q7 3.0T Prestige,AWD,19,25,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,Ink Blue Metallic,Nougat Brown,True,WA1VAAF78HD049197,049197-75,6738
2020,Toyota,Corolla LE,FWD,30,38,Gasoline,CVT,1.8L I4 16V MPFI DOHC,Â,Â,True,JTDEPRAE9LJ060714,7075,6739
2020,Lexus,RX 350 350,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Nebula Gray Pearl,Â,True,2T2AZMDA8LC235188,P1D0054,6740
2017,Bmw,X5 xDrive35i,AWD,18,24,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Glacier Silver Metallic,Black,True,5UXKR0C35H0V69571,0V69571,6741
2013,Lexus,ES 350 Base,FWD,21,31,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,Gray,Black,True,JTHBK1GG0D2076290,22944660,6742
2020,Kia,Telluride SX,AWD,19,24,Gasoline,Automatic,3.8L V6 24V GDI DOHC,Green,Black,True,5XYP5DHC4LG002774,22529405,6743
2019,Lexus,RX 350 Base,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Nebula Gray Pearl,Â,True,2T2BZMCA9KC208313,KC208313,6744
2021,Gmc,Terrain SLT,FWD,25,30,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,Satin Steel Metallic,Jet Black,True,3GKALPEVXML345414,BU-04033B,6745
2019,Gmc,Acadia SLE-2,AWD,21,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Blue Steel Metallic,Jet Black,True,1GKKNSLS3KZ265968,P3141,6746
2021,Lexus,GX 460 Base,4WD,15,19,Gasoline,Automatic,8 Cylinder Engine,Starfire Pearl,Rioja Red,True,JTJAM7BX3M5277128,22113001,6747
2019,Land,Rover Range Rover 5.0L V8 Supercharged,4WD,16,21,Gasoline,Automatic,5.0L V8 32V GDI DOHC Supercharged,Corris Grey,Ebony,True,SALGS2RE4KA521344,KA521344,6748
2015,Honda,Civic LX,FWD,30,39,Gasoline,CVT,1.8L I4 16V MPFI SOHC,Black,Â,True,19XFB2F57FE057167,FE057167,6749
2019,Chevrolet,Traverse LS,FWD,18,27,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Mosaic Black Metallic,Â,True,1GNERFKW4KJ320698,KJ320698,6750
2018,Cadillac,Escalade ESV Luxury,RWD,14,23,Gasoline,Automatic,6.2L V8 16V GDI OHV,Crystal White Tri-Coat,Black,True,1GYS3HKJXJR203781,V1454,6751
2021,Bmw,330 i xDrive,AWD,25,34,Gasoline,Automatic,4 Cylinder Engine,Alpine White,Canberra Beige,False,3MW5R7J00M8B69432,BRL69432,6752
2011,Bmw,328 i xDrive,AWD,17,26,Gasoline,Automatic,3.0L I6 24V MPFI DOHC,Silver,Black,True,WBAPK5C59BF122513,6842,6753
2019,Honda,Pilot EX-L,AWD,18,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Crystal Black Pearl,Black,True,5FNYF6H50KB053242,34085U,6754
2020,Chevrolet,Traverse LT Cloth,AWD,17,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Gray,Jet Black,True,1GNEVGKW4LJ199173,C199173L,6755
2018,Acura,MDX 3.5L w/Technology Package,AWD,18,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Black Copper Pearl,Parchment,True,5J8YD4H56JL013786,STK013786,6756
2019,Jeep,Cherokee Limited,4WD,19,27,Gasoline,Automatic,3.2L V6 24V MPFI DOHC,Granite Crystal Clearcoat Metallic,Black,True,1C4PJMDX0KD303737,NP075A,6757
2019,Toyota,Prius Limited,FWD,54,50,Hybrid,CVT,1.8L I4 16V MPFI DOHC Hybrid,Blizzard Pearl,Beige,False,JTDKARFU1K3080995,P15225,6758
2019,Ram,1500 Laramie,4WD,19,24,Gasoline,Automatic,5.7L V8 16V MPFI OHV,Granite Crystal Clearcoat Metallic,Black,True,1C6SRFJT3KN533189,1703P,6759
2018,Lexus,RX 350 350,FWD,20,27,Gasoline,Automatic,3.5L V6 24V GDI DOHC,Silver Lining Metallic,Gray,True,2T2ZZMCA9JC107382,L107382,6760
2016,Porsche,Panamera 4,AWD,18,27,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Tan / Brown,Â,True,WP0AA2A74GL004585,GL004585,6761
2019,Audi,Q8 3.0T Premium,AWD,17,22,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,Samurai Gray Metallic,Black,True,WA1BVAF13KD019440,9697UA,6762
2018,Honda,Accord Touring,FWD,29,35,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Kona Coffee Metallic,Â,True,1HGCV1F94JA193955,JA193955,6763
2019,Mercedes-Benz,C-Class C 300,RWD,23,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Gold,Black,False,55SWF8DB3KU298954,SDU298954,6764
2021,Toyota,RAV4 LE,AWD,27,34,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Silver Sky Metallic,Black,False,2T3F1RFV5MC209297,MMC209297,6765
2018,Toyota,RAV4 LE,AWD,22,28,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,Silver Sky Metallic,Black,True,JTMBFREV7JJ194652,TBCS477,6766
2018,Toyota,RAV4 XLE,AWD,22,28,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,Blizzard Pearl,Black,True,JTMRFREV6JJ179414,24924,6767
2018,Lexus,RX 350L Premium,FWD,19,26,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,Nebula Gray Pearl,Black,True,JTJGZKCA0J2002564,81509B,6768
2020,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Diamond Black,Black,True,1C4RJFBG0LC303025,BS25664,6769
2015,Cadillac,Escalade Premium,4WD,15,21,Gasoline,Automatic,6.2L V8 16V GDI OHV,Dark Granite Metallic,Black,True,1GYS4NKJ4FR501598,P501598,6770
2017,Audi,Q7 3.0T Premium Plus,AWD,19,25,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,Graphite Gray Metallic,Black,True,WA1LAAF79HD015647,23445A,6771
2019,Jeep,Cherokee Limited,4WD,19,27,Gasoline,Automatic,3.2L V6 24V MPFI DOHC,Bright White Clearcoat,Black,False,1C4PJMDX3KD423922,U423922,6772
2019,Honda,CR-V EX-L,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Modern Steel Metallic,Gray,True,5J6RW2H89KA006995,R426754A,6773
2013,Maserati,GranTurismo Sport,RWD,13,21,Gasoline,Automatic,4.7L V8 32V MPFI DOHC,Grigio Granito Metallic,Sabbia,True,ZAM45VLA8D0073459,D0073459,6774
2014,Bmw,X3 xDrive35i,AWD,19,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Alpine White,Red,True,5UXWX7C53E0E79576,23361,6775
2021,Kia,Sorento LX,FWD,24,29,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Passion Red Tintcoat,Black,True,5XYRG4LC2MG025689,MG025689,6776
2019,Hyundai,Kona Limited,AWD,26,29,Gasoline,Automatic,1.6L I4 16V GDI DOHC Turbo,Chalk White,Gray / Black,True,KM8K3CA56KU249521,22709279,6777
2021,Ford,F-150 Lariat,4WD,19,24,Gasoline,Automatic,5.0L V8 32V PDI DOHC,Agate Black Metallic,Black,True,1FTFW1E50MFB32116,8145,6778
2020,Infiniti,QX60 Luxe,FWD,20,27,Gasoline,CVT,3.5L V6 24V GDI DOHC,Black Obsidian,Graphite,False,5N1DL0MN6LC505389,LC505389,6779
2018,Jeep,Grand Cherokee Limited,RWD,19,26,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Granite Crystal Clearcoat Metallic,Light Frost,True,1C4RJEBG2JC481011,E41561A,6780
2020,Kia,Telluride SX,FWD,20,26,Gasoline,Automatic,3.8L V6 24V GDI DOHC,Green,Black,True,5XYP54HC5LG083655,083655,6781
2019,Alfa,Romeo Stelvio Ti,AWD,22,28,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,Rosso,Black,True,ZASPAKBN0K7C70329,C70329,6782
2018,Honda,HR-V EX,FWD,28,34,Gasoline,CVT,1.8L I4 16V MPFI SOHC,Lunar Silver Metallic,Gray,True,3CZRU5H54JG706064,206182A,6783
2020,Lexus,RX 350L Base,FWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Atomic Silver,Birch,True,JTJHZKEA5L2015573,L2015573,6784
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,AWD,17,22,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Black,Â,False,4JGED6EB5KA136317,KA136317,6785
2017,Subaru,Outback 3.6R Limited,AWD,20,27,Gasoline,CVT,3.6L H6 24V MPFI DOHC,Crystal Black Silica,Black,False,4S4BSENC1H3246595,H3246595SC,6786
2020,Ram,1500 Laramie,4WD,19,24,Gasoline,Automatic,5.7L V8 16V MPFI OHV,Diamond Black,Black,True,1C6SRFJT2LN289777,220063A,6787
2019,Audi,Q5 2.0T Premium Plus,AWD,22,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Ibis White,Atlas Beige / Gray,True,WA1BNAFY6K2029212,K2029212,6788
2019,Honda,CR-V EX-L,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Lunar Silver Metallic,Gray,True,5J6RW2H88KL032234,4048A,6789
2019,Kia,Sorento LX,FWD,22,29,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Snow White Pearl,Satin Black,True,5XYPG4A36KG543652,PKG543652,6790
2016,Buick,Enclave Premium,AWD,15,22,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Iridium Metallic,Light Titanium,True,5GAKVCKD2GJ298505,L222723A,6791
2018,Infiniti,Q50 3.0t LUXE,AWD,19,27,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Midnight Black,Graphite,True,JN1EV7AR9JM431026,B1210,6792
2018,Audi,Q7 3.0T Prestige,AWD,19,25,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,Samurai Gray Metallic,Rock Gray,True,WA1VAAF77JD034101,M221771A,6793
2020,Land,Rover Range Rover Evoque SE,AWD,20,27,Gasoline,Automatic,I4,Indus Silver,White,True,SALZP2FXXLH038644,J22010A,6794
2019,Nissan,Sentra S,FWD,29,37,Gasoline,CVT,1.8L I4 16V MPFI DOHC,Gun Metallic,Â,True,3N1AB7AP6KY343975,KY343975,6795
2020,Ford,Edge SEL,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Magnetic Metallic,Ebony,True,2FMPK4J98LBA34781,W17634,6796
2014,Jeep,Cherokee Latitude,4WD,21,28,Gasoline,Automatic,3.2L V6 24V MPFI DOHC,Brilliant Black Crystal Pearlcoat,Brown,True,1C4PJMCS2EW309490,22545A,6797
2018,Chevrolet,Suburban LT,4WD,15,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,Siren Red Tintcoat,Cocoa / Dune,True,1GNSKHKCXJR224549,N20334G,6798
2020,Mazda,CX-9 Grand Touring,FWD,22,28,Gasoline,Automatic,2.5L I4 16V GDI DOHC Turbo,Deep Crystal Blue Mica,Black,True,JM3TCADYXL0404204,22700043,6799
2019,Mercedes-Benz,A-Class A 220,FWD,24,35,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Jupiter Red,Â,True,WDD3G4EB6KW027106,5053549A,6800
2019,Bmw,640 Gran Turismo i xDrive,AWD,20,28,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Carbon Black Metallic,Black,True,WBAJV6C54KBK08144,R25615,6801
2019,Audi,Q8 3.0T Premium,AWD,17,22,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,Samurai Gray Metallic,Black,True,WA1AVAF1XKD010908,A21897A,6802
2019,Cadillac,XT5 Luxury,FWD,19,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Red Horizon Tintcoat,Shara Beige,True,1GYKNCRS9KZ194410,NTSP190149,6803
2021,Toyota,RAV4 LE,FWD,27,35,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Black,Black,True,2T3H1RFV0MW135309,MW135309,6804
2020,Ford,Escape SEL,AWD,26,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Green,Ebony,False,1FMCU9H95LUA40320,D24865,6805
2019,Chevrolet,Equinox 1LT,FWD,26,32,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,Cajun Red Tintcoat,Jet Black,False,2GNAXKEV0K6173146,C21339,6806
2019,Volkswagen,Tiguan 2.0T SE,AWD,21,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Deep Black Pearl Effect,Black,True,3VV2B7AX3KM047001,800853,6807
2019,Hyundai,Tucson SE,FWD,23,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC,Sage Brown,Beige,True,KM8J23A46KU006913,D4450,6808
2020,Ford,F-150 XLT,4WD,18,23,Gasoline,Automatic,5.0L V8 32V PDI DOHC,Silver,Black,True,1FTEW1E57LFC48682,C48682K,6809
2019,Bmw,X3 xDrive30i,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Mocha,True,5UXTR9C5XKLE16543,22805153,6810
2016,Subaru,Outback 2.5i Limited,AWD,25,33,Gasoline,CVT,2.5L H4 16V MPFI DOHC,Lapis Blue Pearl,Ivory,True,4S4BSANCXG3254864,TB6857,6811
2018,Mercedes-Benz,E-Class E 300,RWD,22,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Black,True,WDDZF4JB4JA467646,PJA467646,6812
2020,Cadillac,XT5 Premium Luxury,AWD,21,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Radiant Silver Metallic,Jet Black,True,1GYKNDRS2LZ126604,CP2404,6813
2021,Tesla,Model Y Performance,AWD,0,0,Electric,Automatic,Electric,White,Black,True,5YJYGDEF1MF306036,ZMF306036P,6814
2021,Dodge,Durango GT,AWD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,White Knuckle Clearcoat,Black,True,1C4RDJDG2MC643463,C643463,6815
2019,Bmw,X2 xDrive28i,AWD,21,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black Sapphire Metallic,Magma Red,False,WBXYJ5C50K5N55771,TK5N55771,6816
2020,Lexus,GX 460 Base,4WD,15,19,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,Fire Agate Pearl,Sepia,True,JTJAM7BX2L5250727,NA0283,6817
2022,Nissan,Pathfinder SL,4WD,21,27,Gasoline,Automatic,3.5L V6 24V GDI DOHC,Mocha Almond,Charcoal,False,5N1DR3CD0NC208811,NK0176,6818
